arbitro_principal	arbitro_principal_quadro_fifa	aux1_quadro_fifa	aux2_quadro_fifa	auxiliares	cidade	clubem	clubev	estado_m	estado_v	clássico	data	estadio	hora	ingressos_disponiveis	porcentagem_ingresso_vendido	observacoes	Publico_pagante	placar_mandante	placar_visitante	quarto_arbitro	quarto_arbitro_quadro_fifa	renda_bruta	renda_liq	ano	rodada	vitoria_mandante	empate_mandante	derrota_mandante	vitoria_visitante	empate_vvisitante	derrota_visitante	mandante_posicao_final_rodada	Visitante_posicao_final_rodada	mandante_posicao_inicio_rodada	Visitante_posicao_inicio_rodada	final de semana
Ricardo Marques Ribeiro-MG	S	N	N	Carlos Berkenbrock-SC_e_Pablo Almeida Costa-MG	Caxias do Sul	Internacional-RS	Vasco-RJ	RS	RJ	0	07/07	Centenário	16h00	2868	100		2868	5	3	Luís Teixeira Rocha-RS	N	76895	6571.92	2013	6	1	0	0	0	0	1	5	17	9	13	1
Leandro Pedro Vuaden-RS	S	N	N	Marcelo Bertanha Barison-RS_e_José Eduardo Calza-RS	Goiânia	Goiás-GO	Vitória-BA	GO	BA	0	07/07	Serra Dourada	16h00	14750	30		4420	1	0	Osimar Moreira-GO	N	86090	41955.83	2013	6	1	0	0	0	0	1	12	2	18	1	1
Anderson Daronco-RS	N	N	N	José Antônio Chaves Franco Filho-RS_e_José Javel Silveira-RS	Belo Horizonte	Atlético Mineiro-MG	Criciúma-SC	MG	SC	0	07/07	Independência	18h30	7540	63.9		4815	3	2	Marcos Vinícius de Sá dos Santos-MG	N	106755	-13708.12	2013	6	1	0	0	0	0	1	12	19	17	14	1
Wagner do Nascimento Magalhães-RJ	N	S	N	Rodrigo F. Henrique Correa-RJ_e_Wagner de Almeida Santos-RJ	São Lourenço da Mata	Botafogo-RJ	Fluminense-RJ	RJ	RJ	1	07/07	Arena Pernambuco	18h30	12548	62.8		7882	1	0	Emerson Sobral-PE	N	368550	-41465.24	2013	6	1	0	0	0	0	1	1	6	3	6	1
Heber Roberto Lopes-SC	S	S	N	Márcio Eustáquio Santiago-MG_e_Ivan Carlos Bohn-PR	Macaé	Fluminense-RJ	Internacional-RS	RJ	RS	0	13/07	Cláudio Moacyr	18h30	6473	63.6		4114	2	3	Carlos Eduardo Nunes Braga-RJ	N	69340	-17531.42	2013	7	0	0	1	1	0	0	8	4	6	5	1
Rodrigo Guarizo Ferreira do Amaral-SP	N	N	N	Vicente Romano Neto-SP_e_Tatiane Sacilotti dos Santos Camargo-SP	Santos	Santos-SP	Portuguesa-SP	SP	SP	1	13/07	Vila Belmiro	18h30	7165	81.8		5860	4	1	Robério Pereira Pires-SP	N	169191	46533.65	2013	7	1	0	0	0	0	1	7	18	10	14	1
Pablo Ramon Gonçalves Pinheiro-RN	N	S	N	Kléber Lúcio Gil-SC_e_Lorival Cândido das Flores-RN	Campinas	Ponte Preta-SP	Bahia-BA	SP	BA	0	13/07	Moisés Lucarelli	21h00	4385	75.8		3325	0	0	Raphael Claus-SP	N	43516	-14280.01	2013	7	0	1	0	0	1	0	15	13	16	11	1
Wilton Pereira Sampaio-GO	S	S	N	Fabrício Vilarinho da Silva-GO_e_Marrubson Melo Freitas-DF	São Paulo	Corinthians-SP	Atlético Mineiro-MG	SP	MG	0	14/07	Pacaembu	16h00	32919	99.6		32797	0	1	Marcelo Aparecido Ribeiro de Souza-SP	N	1152192	799095.14	2013	7	0	0	1	1	0	0	9	11	7	12	1
Francisco Carlos Nascimento-AL	S	S	N	Rodrigo F. Henrique Correa-RJ_e_Pedro Jorge Santos de Araújo-AL	Salvador	Vitória-BA	São Paulo-SP	BA	SP	0	14/07	Manoel Barradas (Barradão)	16h00	12056	93.1		11227	3	2	Lúcio José Silva de Araújo-BA	N	203280	91745.92	2013	7	1	0	0	0	0	1	1	12	2	8	1
Felipe Gomes da Silva-RJ	N	N	N	Bruno Boschilla-PR_e_Luiz H. Souza Santos Renesto-PR	Curitiba	Coritiba-PR	Atlético Paranaense-PR	PR	PR	1	14/07	Couto Pereira	16h00	19902	100		19902	1	0	Adriano Milczvski-PR	N	415545	84212.2	2013	7	1	0	0	0	0	1	1	16	3	17	1
Paulo César Oliveira-SP	S	S	N	Marcelo Carvalho Van Gasse-SP_e_Carlos Augusto Nogueira Júnior-SP	Porto Alegre	Grêmio-RS	Botafogo-RJ	RS	RJ	0	14/07	Arena do Grêmio	16h00	28014	100		28014	2	1	Jean Pierre Gonçalves Lima-RS	N	1335155	1115173.18	2013	7	1	0	0	0	0	1	6	4	9	1	1
Wilson Luiz Seneme-SP	S	N	N	Anderson José de Moraes Coelho-SP_e_Paulo César Silva Faria-MT	Criciúma	Criciúma-SC	Goiás-GO	SC	GO	0	14/07	Heriberto Hulse	18h30	9272	100		9272	0	0	Bráulio da Silva Machado-SC	N	103870	69302.44	2013	7	0	1	0	0	1	0	17	14	19	12	1
Márcio Chagas da Silva-RS	N	S	N	Altemir Hausmann-RS_e_Rafael da Silva Alves-RS	Belo Horizonte	Cruzeiro-MG	Náutico-PE	MG	PE	0	14/07	Mineirão	18h30	15781	98.4		15528	3	0	Emerson de Almeida Ferreira-MG	N	639980	190000	2013	7	1	0	0	0	0	1	3	20	3	20	1
Grazianni Maciel Rocha-RJ	N	S	N	Rodrigo Pereira Joia-RJ_e_Jackson L. Massarra dos Santos-RJ	Brasília	Vasco-RJ	Flamengo-RJ	RJ	RJ	1	14/07	Mané Garrincha	18h30	61767	100		61767	0	1	Vanderlei Soares-DF	N	4071170	1056768.83 898253.51	2013	7	0	0	1	1	0	0	18	9	17	15	1
Felipe Gomes da Silva-PR	N	N	N	Bruno Boschilla-PR_e_Luiz H. Souza Santos Renesto-PR	Criciúma	Criciúma-SC	Grêmio-RS	SC	RS	0	20/07	Heriberto Hulse	18h30	12560	100		12560	2	1	Evandro Bender-SC	N	325590	264336.44	2013	8	1	0	0	0	0	1	13	8	17	6	1
Heber Roberto Lopes-SC	S	S	N	Kléber Lúcio Gil-SC_e_Carlos Berkenbrock-SC	São Paulo	São Paulo-SP	Cruzeiro-MG	SP	MG	0	20/07	Morumbi	18h30	14968	78		11675	0	3	Vinícius Furlan-SP	N	325545	200913.33	2013	8	0	0	1	1	0	0	16	2	12	3	1
Elmo Alves Resende Cunha-GO	N	S	N	Fábio Pereira-TO_e_Márcia B. Lopes Caetano-RO	Rio de Janeiro	Botafogo-RJ	Náutico-PE	RJ	PE	0	20/07	São Januário	21h00	6083	82.5		5017	2	0	Bruno Arleu de Araújo-RJ	N	147970	-1.72	2013	8	1	0	0	0	0	1	1	20	4	20	1
Paulo César Oliveira-SP	S	N	N	Luiz Carlos Silva Teixeira-BA_e_Adson Márcio Lopes Leal-BA	Salvador	Vitória-BA	Bahia-BA	BA	BA	1	21/07	Arena Fonte Nova	16h00	37194	99.5		36996	0	0	Gleidson Santos Oliveira-BA	N	1311982.5	717445.63	2013	8	0	1	0	0	1	0	4	13	1	13	1
Ricardo Marques Ribeiro-MG	S	N	N	Guilherme Dias Camilo-MG_e_Marcus Vinicius Gomes-MG	Curitiba	Atlético Paranaense-PR	Corinthians-SP	PR	SP	0	21/07	Durival Britto e Silva	16h00	6799	100		6799	1	1	Fábio Filipus-PR	N	180600	45438.2	2013	8	0	1	0	0	1	0	17	9	16	9	1
Leandro Pedro Vuaden-RS	S	N	N	Marcelo Bertanha Barison-RS_e_José Eduardo Calza-RS	Santos	Santos-SP	Coritiba-PR	SP	PR	0	21/07	Vila Belmiro	16h00	10356	92.5		9577	2	2	Leandro Bizzio Marinho-SP	N	273395	130077.82	2013	8	0	1	0	0	1	0	7	4	7	1	1
Guilherme Ceretta de Lima-SP	N	S	N	Emerson Augusto de Carvalho-SP_e_Danilo Ricardo Simon Manis-SP	Caxias do Sul	Internacional-RS	Flamengo-RJ	RS	RJ	0	21/07	Centenário	16h00	8038	100		8038	1	0	Anderson Daronco-RS	N	219920	133613.32	2013	8	1	0	0	0	0	1	3	12	4	9	1
Péricles Bassols Pegado Cortez-RJ	S	N	N	Wagner de Almeida Santos-RJ_e_Flávio Gomes Barroca-RN	Goiânia	Goiás-GO	Portuguesa-SP	GO	SP	0	21/07	Serra Dourada	18h30	7960	61		4853	2	1	Osimar Moreira-GO	N	94420	47485.09	2013	8	1	0	0	0	0	1	10	18	14	18	1
Marcelo de Lima Henrique-RJ	S	N	N	Dibert Pedrosa Moisés-RJ_e_Luiz Antônio Muniz de Oliveira-RJ	Rio de Janeiro	Fluminense-RJ	Vasco-RJ	RJ	RJ	1	21/07	Maracanã	18h30	34854	99.4		34634	1	3	Rodrigo Carvalhães de Miranda-RJ	N	1554510	857293.41	2013	8	0	0	1	1	0	0	11	13	8	18	1
Péricles Bassols Pegado Cortez-RJ	S	N	N	Paulo César Silva Faria-MT_e_Eduardo Gonçalves da Cruz-MS	Belo Horizonte	Atlético Mineiro-MG	Ponte Preta-SP	MG	SP	0	03/10	Independência	19h30	10955	70.7		7741	4	0	Marcos Vinícius de Sá dos Santos-MG	N	194865	9913.44	2013	8	1	0	0	0	0	1	6	19	11	15	0
Márcio Chagas da Silva-RS	N	N	N	José Eduardo Calza-RS_e_Edílson Frasão Pereira-TO	Rio de Janeiro	Vasco-RJ	Criciúma-SC	RJ	SC	0	27/07	São Januário	18h30	15211	97.4		14820	3	2	João Batista de Arruda-RJ	N	506300	244460.25	2013	9	1	0	0	0	0	1	10	16	13	13	1
Fabrício Neves Correa-RS	N	S	N	Altemir Hausmann-RS_e_Neuza Inês Back-SC	São Paulo	Portuguesa-SP	Atlético Paranaense-PR	SP	PR	0	27/07	Canindé	18h30	2367	61.6		1458	2	3	Flávio Rodrigues Guerra-SP	N	37070	-8136.78	2013	9	0	0	1	1	0	0	19	14	18	17	1
Leandro Bizzio Marinho-SP	N	N	N	Rogério Pablos Zanardo-SP_e_Tatiane Sacilotti dos Santos Camargo-SP	Campinas	Ponte Preta-SP	Santos-SP	SP	SP	1	27/07	Moisés Lucarelli	21h00	5386	81.8		4407	1	0	Antônio Rogério Batista do Prado-SP	N	70743	9308.69	2013	9	1	0	0	0	0	1	16	8	19	7	1
Dewson Fernando Freitas da Silva-PA	N	N	N	Anderson José de Moraes Coelho-SP_e_Márcio Gleidson Correia Dias-PA	São Lourenço da Mata	Náutico-PE	Internacional-RS	PE	RS	0	28/07	Arena Pernambuco	16h00	24250	74.3		18020	3	0	Gilberto Rodrigues Castro Júnior-PE	N	517290	446594.94	2013	9	1	0	0	0	0	1	20	6	20	3	1
Rodrigo Guarizo Ferreira do Amaral-SP	N	S	N	Marcelo Carvalho Van Gasse-SP_e_Vicente Romano Neto-SP	São Paulo	Corinthians-SP	São Paulo-SP	SP	SP	1	28/07	Pacaembu	16h00	33409	99.8		33336	0	0	Robério Pereira Pires-SP	N	1116631	758924.33	2013	9	0	1	0	0	1	0	11	16	9	16	1
Emerson de Almeida Ferreira-MG	N	S	N	Márcio Eustáquio Santiago-MG_e_Pablo Almeida Costa-MG	Belo Horizonte	Cruzeiro-MG	Atlético Mineiro-MG	MG	MG	1	28/07	Mineirão	16h00	35689	100		35689	4	1	Marcos Vinícius de Sá dos Santos-MG	N	1815755	825078.48	2013	9	1	0	0	0	0	1	1	7	2	6	1
Raphael Claus-SP	N	S	S	Alessandro Álvaro Rocha Mattos-BA_e_Emerson Augusto de Carvalho-SP	Porto Alegre	Grêmio-RS	Fluminense-RJ	RS	RJ	0	28/07	Arena do Grêmio	16h00	28793	100		28793	2	0	Anderson Daronco-RS	N	1234670	1028227.03	2013	9	1	0	0	0	0	1	5	15	8	11	1
Wilson Luiz Seneme-SP	S	N	N	Celso Barbosa de Oliveira-SP_e_Daniel Paulo Ziolli-SP	Curitiba	Coritiba-PR	Vitória-BA	PR	BA	0	28/07	Couto Pereira	18h30	16420	100		16420	1	1	Adriano Milczvski-PR	N	264384	-15123.97	2013	9	0	1	0	0	1	0	4	3	4	4	1
Paulo Henrique Godoy Bezerra-SC	N	S	N	Katiúscia Mayer Berger-ES_e_Ângelo Rudimar Bechi-SC	Salvador	Bahia-BA	Goiás-GO	BA	GO	0	28/07	Arena Fonte Nova	18h30	13918	96.9		13491	2	1	Gleidson Santos Oliveira-BA	N	425980	46703.09	2013	9	1	0	0	0	0	1	9	12	13	10	1
Péricles Bassols Pegado Cortez-RJ	S	S	N	Rodrigo Pereira Joia-RJ_e_Luiz Cláudio Regazone-RJ	Rio de Janeiro	Flamengo-RJ	Botafogo-RJ	RJ	RJ	1	28/07	Maracanã	18h30	38853	100		38853	1	1	Pathrice Wallace Correa Maia-RJ	N	3082555	919209.81	2013	9	0	1	0	0	1	0	12	2	12	1	1
Wilton Pereira Sampaio-GO	S	S	N	Fabrício Vilarinho da Silva-GO_e_João Patrício de Araújo-GO	Rio de Janeiro	Fluminense-RJ	Cruzeiro-MG	RJ	MG	0	31/07	Maracanã	19h30	21198	65.5		13882	1	0	Rodrigo Carvalhães de Miranda-RJ	N	397505	234679.33	2013	10	1	0	0	0	0	1	13	2	15	1	0
Paulo César Oliveira-SP	S	N	N	Alberto Poletto Masseira-SP_e_Vanderson Zanotti-ES	Belo Horizonte	Atlético Mineiro-MG	Atlético Paranaense-PR	MG	PR	0	31/07	Independência	19h30	15660	95.2		14913	1	2	Renato Cardoso Conceição-MG	N	659825	273707.54	2013	10	0	0	1	1	0	0	10	11	7	14	0
Grazianni Maciel Rocha-RJ	N	N	N	Jackson L. Massarra dos Santos-RJ_e_Francisco Pereira de Souza-RJ	São Paulo	Portuguesa-SP	Criciúma-SC	SP	SC	0	31/07	Canindé	19h30	2356	52.8		1244	1	1	Leandro Bizzio Marinho-SP	N	30030	-10704.53	2013	10	0	1	0	0	1	0	19	17	19	16	0
Jaílson Macedo Freitas-BA	N	N	N	José Carlos Oliveira dos Santos-BA_e_José Raimundo Dias da Hora-BA	Curitiba	Coritiba-PR	Ponte Preta-SP	PR	SP	0	31/07	Couto Pereira	21h00	13775	100		13775	5	3	Fábio Filipus-PR	N	193365	-53874.06	2013	10	1	0	0	0	0	1	3	18	4	16	0
Heber Roberto Lopes-SC	S	N	N	Carlos Berkenbrock-SC_e_Rosnei Hoffmann Scherer-SC	Salvador	Bahia-BA	Flamengo-RJ	BA	RJ	0	31/07	Arena Fonte Nova	21h50	28614	91		26033	3	0	Manoel Nunes Lopo Garrido-BA	N	1131520	565210.16	2013	10	1	0	0	0	0	1	6	16	9	12	0
Alício Pena Júnior-MG	N	S	N	Márcio Eustáquio Santiago-MG_e_Dibert Pedrosa Moisés-RJ	São Paulo	Corinthians-SP	Grêmio-RS	SP	RS	0	31/07	Pacaembu	21h50	24071	99.1		23849	2	0	Luiz Flávio de Oliveira-SP	N	737112.5	422085.66	2013	10	1	0	0	0	0	1	9	7	11	5	0
Flávio Rodrigues Guerra-SP	N	N	N	Fabiano da Silva Ramires-ES_e_Cleriston Clay Barreto Rios-SE	Rio de Janeiro	Botafogo-RJ	Vitória-BA	RJ	BA	0	01/08	Maracanã	19h30	26189	56.6		14825	2	0	Eduardo Cordeiro Guimarães-RJ	N	635540	121895.37	2013	10	1	0	0	0	0	1	1	4	2	3	0
Marcos André Gomes-ES	N	N	N	Marrubson Melo Freitas-DF_e_Fábio Rogério Baesteiro-SP	Goiânia	Goiás-GO	Vasco-RJ	GO	RJ	0	01/08	Serra Dourada	21h00	24618	73.7		18136	1	1	Osimar Moreira-GO	N	409045	273185.39	2013	10	0	1	0	0	1	0	15	11	12	10	0
Leandro Pedro Vuaden-RS	S	N	N	Marcelo Bertanha Barison-RS_e_Ivan Carlos Bohn-PR	São Lourenço da Mata	Náutico-PE	São Paulo-SP	PE	SP	0	03/09	Arena Pernambuco	21h00	23300	50.2		11708	0	1	Emerson Sobral-PE	N	372160	315980.49	2013	10	0	0	1	1	0	0	20	14	20	16	0
Marcelo de Lima Henrique-RJ	S	N	N	Bruno Boschilla-PR_e_Wagner de Almeida Santos-RJ	Novo Hamburgo	Internacional-RS	Santos-SP	RS	SP	0	10/09	Vale	19h30	7793	100		7793	1	2	Roger Goulart-RS	N	245570	152660.75	2013	10	0	0	1	1	0	0	7	4	6	8	0
Alício Pena Júnior-MG	N	S	N	Fábio Pereira-TO_e_Marconi Helbert Vieira-MG	São Paulo	São Paulo-SP	Bahia-BA	SP	BA	0	10/07	Morumbi	21h00	8464	54.1		4579	1	2	Márcio Henrique de Gois-SP	N	116450	28750.43	2013	11	0	0	1	1	0	0	15	5	14	6	0
Francisco Carlos Nascimento-AL	S	S	N	Fábio Pereira-TO_e_Thiago Gomes Brigido-CE	Belo Horizonte	Cruzeiro-MG	Coritiba-PR	MG	PR	0	03/08	Mineirão	18h30	25108	100		25108	1	0	Igor Junio Benevenuto-MG	N	1298440	625438.44	2013	11	1	0	0	0	0	1	1	3	2	3	1
Fabrício Neves Correa-RS	N	N	N	Marcelo Bertanha Barison-RS_e_José Eduardo Calza-RS	Porto Alegre	Grêmio-RS	Internacional-RS	RS	RS	1	04/08	Arena do Grêmio	16h00	37434	100		37434	1	1	Diego Almeida Real-RS	N	1926065	1633163.68	2013	11	0	1	0	0	1	0	9	9	7	7	1
Luiz Flávio de Oliveira-SP	N	S	S	Márcio Eustáquio Santiago-MG_e_Katiúscia Mayer Berger-ES	Curitiba	Atlético Paranaense-PR	Goiás-GO	PR	GO	0	04/08	Durival Britto e Silva	16h00	8883	100		8883	2	0	Leandro Júnior Hermes-PR	N	109620	-43287.24	2013	11	1	0	0	0	0	1	8	16	11	15	1
Leandro Pedro Vuaden-RS	S	S	S	Altemir Hausmann-RS_e_Marcelo Carvalho Van Gasse-SP	Brasília	Flamengo-RJ	Atlético Mineiro-MG	RJ	MG	0	04/08	Mané Garrincha	16h00	31548	100		31548	3	0	Rogério Bueno-DF	N	1987775	772571.16	2013	11	1	0	0	0	0	1	11	13	16	10	1
Sandro Meira Ricci-PE	S	S	S	Rodrigo Pereira Joia-RJ_e_Rodrigo F. Henrique Correa-RJ	Criciúma	Criciúma-SC	Corinthians-SP	SC	SP	0	04/08	Heriberto Hulse	16h00	16976	100		16976	0	2	Bráulio da Silva Machado-SC	N	459285	385385.59	2013	11	0	0	1	1	0	0	17	4	17	9	1
Ricardo Marques Ribeiro-MG	S	S	N	Kléber Lúcio Gil-SC_e_Carolina Romanholi Melo-CE	Campinas	Ponte Preta-SP	Fluminense-RJ	SP	RJ	0	04/08	Moisés Lucarelli	16h00	6684	88.9		5942	1	1	Flávio Rodrigues Guerra-SP	N	80726	18740	2013	11	0	1	0	0	1	0	17	11	18	13	1
Márcio Chagas da Silva-RS	N	S	N	Fabrício Vilarinho da Silva-GO_e_Guilherme Dias Camilo-MG	Salvador	Vitória-BA	Portuguesa-SP	BA	SP	0	04/08	Manoel Barradas (Barradão)	18h30	7869	97.8		7697	2	1	Cosme Iran Sabino Júnior-BA	N	96165	20953.52	2013	11	1	0	0	0	0	1	5	19	4	19	1
Wagner do Nascimento Magalhães-RJ	N	N	N	Wagner de Almeida Santos-RJ_e_Luiz Antônio Muniz de Oliveira-RJ	Rio de Janeiro	Vasco-RJ	Botafogo-RJ	RJ	RJ	1	04/08	Maracanã	18h30	53774	46.5		24979	2	3	Bruno Arleu de Araújo-RJ	N	1375320	296480.17	2013	11	0	0	1	1	0	0	13	1	11	1	1
Francisco Carlos Nascimento-AL	S	N	N	Thyago Costa Leitão-PI_e_Gean Carlos Menezes de Oliveira-RR	Santos	Santos-SP	Náutico-PE	SP	PE	0	25/09	Vila Belmiro	21h00	6383	80		5108	1	1	Vinícius Furlan-SP	N	122701	5666.55	2013	11	0	1	0	0	1	0	7	20	4	20	0
André Luiz de Freitas Castro-GO	N	N	N	Cristhian Passos Sorence-GO_e_Marrubson Melo Freitas-DF	São Paulo	São Paulo-SP	Internacional-RS	SP	RS	0	24/07	Morumbi	21h00	9878	63.5		6275	0	1	Antônio Rogério Batista do Prado-SP	N	163900	68530.74	2013	12	0	0	1	1	0	0	16	6	15	9	0
André Luiz de Freitas Castro-GO	N	N	N	Anderson José de Moraes Coelho-SP_e_Luiz H. Souza Santos Renesto-PR	Salvador	Vitória-BA	Fluminense-RJ	BA	RJ	0	07/08	Manoel Barradas (Barradão)	19h30	8536	97		8283	1	1	Lúcio José Silva de Araújo-BA	N	122550	39406.45	2013	12	0	1	0	0	1	0	4	11	5	11	0
Marcos André Gomes-ES	N	N	N	Cristhian Passos Sorence-GO_e_Rener Santos de Carvalho-AC	Criciúma	Criciúma-SC	Cruzeiro-MG	SC	MG	0	07/08	Heriberto Hulse	19h30	10870	100		10870	1	2	Edmundo Alves do Nascimento-SC	N	135330	97521.22	2013	12	0	0	1	1	0	0	19	1	17	1	0
Cleisson Veloso Pereira-MG	N	N	N	Fabiano da Silva Ramires-ES_e_Cleriston Clay Barreto Rios-SE	Brasília	Flamengo-RJ	Portuguesa-SP	RJ	SP	0	07/08	Mané Garrincha	21h00	12511	100		12511	1	1	Wales Martins-DF	N	694060	200620.06	2013	12	0	1	0	0	1	0	11	18	11	19	0
Célio Amorim-SC	N	N	N	Clóvis Amaral da Silva-PE_e_Ramires Cândido-ES	Curitiba	Atlético Paranaense-PR	Bahia-BA	PR	BA	0	07/08	Durival Britto e Silva	21h00	9114	95		8656	1	0	Paulo Roberto Alves Jr.-PR	N	106690	-42769.4	2013	12	1	0	0	0	0	1	5	6	8	5	0
Marcelo Aparecido Ribeiro de Souza-SP	N	N	N	Carlos Augusto Nogueira Júnior-SP_e_Danilo Ricardo Simon Manis-SP	Santos	Santos-SP	Corinthians-SP	SP	SP	1	07/08	Vila Belmiro	21h50	9555	85		8120	1	1	Flávio Rodrigues de Souza-SP	N	231351	74475.67	2013	12	0	1	0	0	1	0	9	6	7	4	0
Raphael Claus-SP	N	N	N	Vicente Romano Neto-SP_e_Paulo César Silva Faria-MT	Belo Horizonte	Atlético Mineiro-MG	Botafogo-RJ	MG	RJ	0	07/08	Independência	21h50	13642	83.1		11332	2	2	Wanderson Alves de Souza-MG	N	373810	110238.62	2013	12	0	1	0	0	1	0	14	2	13	1	0
Jean Pierre Gonçalves Lima-RS	N	N	N	Luiz Cláudio Regazone-RJ_e_Rafael da Silva Alves-RS	Goiânia	Goiás-GO	Náutico-PE	GO	PE	0	07/08	Serra Dourada	21h50	13399	43		5761	2	1	Roberto Giovanny-GO	N	95165	49295.12	2013	12	1	0	0	0	0	1	13	20	16	20	0
Emerson de Almeida Ferreira-MG	N	N	N	Ivan Carlos Bohn-PR_e_Márcia B. Lopes Caetano-RO	Rio de Janeiro	Vasco-RJ	Ponte Preta-SP	RJ	SP	0	08/08	São Januário	21h00	9396	73.1		6865	1	1	Philip Georg Bennett-RJ	N	160220	-10833.81	2013	12	0	1	0	0	1	0	14	17	13	17	0
Paulo Henrique Godoy Bezerra-SC	N	N	N	Herman Brumel Vani-SP_e_Jackson L. Massarra dos Santos-RJ	Porto Alegre	Grêmio-RS	Coritiba-PR	RS	PR	0	08/08	Arena do Grêmio	21h00	14876	100		14876	0	1	Francisco de Paula dos Santos Silva Neto-RS	N	444208	344636.39	2013	12	0	0	1	1	0	0	10	3	9	3	0
Sandro Meira Ricci-PE	S	S	S	Alessandro Álvaro Rocha Mattos-BA_e_Emerson Augusto de Carvalho-SP	Brasília	Botafogo-RJ	Goiás-GO	RJ	GO	0	10/08	Mané Garrincha	18h30	23322	100		23322	1	1	Ademário Neves-DF	N	1440765	401030.41	2013	13	0	1	0	0	1	0	2	14	2	13	1
Italo Medeiros de Azevedo-RN	N	N	N	Marco Antônio Moreira-GO_e_Andréa Izaura Mafra Marcelino-RJ	São Lourenço da Mata	Náutico-PE	Atlético Mineiro-MG	PE	MG	0	10/08	Arena Pernambuco	18h30	21700	85.3		18513	0	0	Gilberto Freire de Farias-PE	N	508430	439759.49	2013	13	0	1	0	0	1	0	20	13	20	14	1
Luiz Flávio de Oliveira-SP	N	S	N	Marcelo Carvalho Van Gasse-SP_e_Celso Barbosa de Oliveira-SP	Rio de Janeiro	Fluminense-RJ	Flamengo-RJ	RJ	RJ	1	11/08	Maracanã	16h00	47896	61.7		29538	2	3	João Batista de Arruda-RJ	N	1793425	789943.5	2013	13	0	0	1	1	0	0	14	11	11	11	1
Elmo Alves Resende Cunha-GO	N	N	N	Guilherme Dias Camilo-MG_e_Bruno Boschilla-PR	São Paulo	Corinthians-SP	Vitória-BA	SP	BA	0	11/08	Pacaembu	16h00	25774	99.3		25603	2	0	Antônio Rogério Batista do Prado-SP	N	849836	543126.92	2013	13	1	0	0	0	0	1	3	8	6	4	1
Paulo Henrique Godoy Bezerra-SC	N	N	N	Carlos Berkenbrock-SC_e_Fábio Rodrigo Rubinho-MT	Belo Horizonte	Cruzeiro-MG	Santos-SP	MG	SP	0	11/08	Mineirão	16h00	27780	99.1		27533	0	0	Marcos Vinícius de Sá dos Santos-MG	N	1322242.65	562498.9	2013	13	0	1	0	0	1	0	1	9	1	9	1
Leandro Pedro Vuaden-RS	S	N	N	Danilo Ricardo Simon Manis-SP_e_Herman Brumel Vani-SP	Curitiba	Coritiba-PR	Vasco-RJ	PR	RJ	0	11/08	Couto Pereira	16h00	19140	100		19140	0	1	Edivaldo Elias da Silva-PR	N	404058	89818.16	2013	13	0	0	1	1	0	0	3	11	3	14	1
Rodrigo Nunes de Sá-RJ	N	S	N	Rodrigo F. Henrique Correa-RJ_e_Wagner de Almeida Santos-RJ	São Paulo	Portuguesa-SP	São Paulo-SP	SP	SP	1	11/08	Canindé	18h30	9869	87.1		8593	2	1	José Cláudio Rocha Filho-SP	N	274800	172360.67	2013	13	1	0	0	0	0	1	18	16	18	16	1
Wagner Reway-MT	N	N	N	Lorival Cândido das Flores-RN_e_Flávio Gomes Barroca-RN	Salvador	Bahia-BA	Grêmio-RS	BA	RS	0	11/08	Arena Fonte Nova	18h30	19866	93.1		18498	0	3	Johnn Herbert Alves Bispo-BA	N	713207.5	263391.8	2013	13	0	0	1	1	0	0	10	6	6	10	1
Pablo dos Santos Alves-ES	N	N	N	Carlos Augusto Nogueira Júnior-SP_e_Fabiano da Silva Ramires-ES	Novo Hamburgo	Internacional-RS	Atlético Paranaense-PR	RS	PR	0	11/08	Vale	18h30	8684	100		8684	2	2	Márcio C. Brum Coruja-RS	N	224460	136576.88	2013	13	0	1	0	0	1	0	7	5	6	5	1
Dewson Fernando Freitas da Silva-PA	N	N	N	Clóvis Amaral da Silva-PE_e_Rafael da Silva Alves-RS	Campinas	Ponte Preta-SP	Criciúma-SC	SP	SC	0	11/08	Moisés Lucarelli	18h30	6696	89.7		6008	3	1	Flávio Rodrigues de Souza-SP	N	55192	-7379.6	2013	13	1	0	0	0	0	1	17	19	17	19	1
Péricles Bassols Pegado Cortez-RJ	S	N	N	José Javel Silveira-RS_e_Daniel Paulo Ziolli-SP	Belo Horizonte	Atlético Mineiro-MG	Bahia-BA	MG	BA	0	14/08	Independência	19h30	12852	93.6		12027	2	0	Igor Junio Benevenuto-MG	N	432120	146412.46	2013	14	1	0	0	0	0	1	12	10	13	10	0
Edivaldo Elias da Silva-PR	N	N	N	Cleriston Clay Barreto Rios-SE_e_Nadine Schramm Camara Bastos-SC	Santos	Santos-SP	Vasco-RJ	SP	RJ	0	14/08	Vila Belmiro	19h30	6069	64.2		3898	1	1	Vinícius Furlan-SP	N	110061	-3372.44	2013	14	0	1	0	0	1	0	9	10	9	11	0
Diego Almeida Real-RS	N	N	N	Bruno Salgado Rizo-SP_e_Tatiane Sacilotti dos Santos Camargo-SP	Criciúma	Criciúma-SC	Náutico-PE	SC	PE	0	14/08	Heriberto Hulse	19h30	7625	100		7625	3	0	Rodrigo D'Alonso Ferreira-SC	N	83195	52088.72	2013	14	1	0	0	0	0	1	18	20	19	20	0
